feedback_id,user_id,restaurant_id,feedback_text,submitted_on,feedback_type,priority_level,admin_response,response_date,is_resolved
FDBK06857,10349,Buffalo_58024,Food quality was not as expected.,2022-08-08,Inquiry,Medium,Thank you for your feedback.,2022-08-08,True
FDBK06858,2459,Outback_62985,Loved the ambiance and the staff were friendly.,2024-10-29,Other,Low,Thank you for your feedback.,2024-10-29,False
FDBK06859,8935,Chipotle_32342,Food quality was not as expected.,2024-12-31,Suggestion,High,Thank you for your feedback.,2024-12-31,False
FDBK06860,5366,Panera_46868,"Exceptional experience, highly recommend!",2022-05-12,Complaint,High,"Resolved, thank you for reaching out.",2022-12-16,False
FDBK06861,6461,Buffalo_54104,Loved the ambiance and the staff were friendly.,2020-01-13,Praise,Medium,We are looking into this issue.,2023-07-13,False
FDBK06862,8877,Panera_58908,Food quality was not as expected.,2022-01-09,Praise,Low,We are looking into this issue.,2022-01-09,True
FDBK06863,2757,Chipotle_69912,"Great service, but room for improvement.",2023-05-17,Praise,Low,Thank you for your feedback.,2023-05-17,True
FDBK06864,10135,Chipotle_37012,Food quality was not as expected.,2023-12-26,Other,High,Thank you for your feedback.,2024-04-02,True
FDBK06865,10525,Texas_39967,Loved the ambiance and the staff were friendly.,2021-07-23,Complaint,Medium,Thank you for your feedback.,2021-07-23,False
FDBK06866,3230,Buffalo_68644,"Exceptional experience, highly recommend!",2024-02-24,Praise,Low,"Resolved, thank you for reaching out.",2024-02-24,True
FDBK06867,2269,Chili's_77629,"Exceptional experience, highly recommend!",2022-06-29,Complaint,Low,We are looking into this issue.,2022-06-29,True
FDBK06868,6466,Outback_78225,Food quality was not as expected.,2020-01-07,Praise,Medium,We are looking into this issue.,2024-11-10,True
FDBK06869,2061,Buffalo_44174,"The service was too slow, please improve.",2020-11-15,Suggestion,High,We are looking into this issue.,2023-10-15,False
FDBK06870,9629,Olive_48741,Loved the ambiance and the staff were friendly.,2024-12-29,Praise,High,,2024-12-29,False
FDBK06871,10807,Texas_917,"Exceptional experience, highly recommend!",2022-03-02,Praise,Medium,We are looking into this issue.,2022-03-02,True
FDBK06872,7660,Olive_64581,"The service was too slow, please improve.",2024-09-19,Other,Medium,,2024-09-19,True
FDBK06873,5609,P.F._42583,"Great service, but room for improvement.",2020-08-15,Praise,High,Thank you for your feedback.,2020-08-15,False
FDBK06874,11960,Red_4506,Loved the ambiance and the staff were friendly.,2022-05-24,Inquiry,High,Thank you for your feedback.,2022-05-24,False
FDBK06875,9428,Chili's_87549,"Exceptional experience, highly recommend!",2021-07-15,Complaint,Medium,Thank you for your feedback.,2022-04-15,True
FDBK06876,9391,Buffalo_90124,"The service was too slow, please improve.",2020-06-14,Praise,Medium,"Resolved, thank you for reaching out.",2022-12-30,False
FDBK06877,9749,Texas_28147,"Exceptional experience, highly recommend!",2020-04-01,Complaint,Medium,Thank you for your feedback.,2021-12-19,True
FDBK06878,7611,Outback_59495,"The service was too slow, please improve.",2020-11-05,Praise,High,,2020-11-05,False
FDBK06879,5871,Outback_16705,"Exceptional experience, highly recommend!",2021-04-28,Other,Medium,"Resolved, thank you for reaching out.",2023-08-25,True
FDBK06880,8175,P.F._9093,"Exceptional experience, highly recommend!",2024-02-22,Complaint,Low,Thank you for your feedback.,2024-04-05,True
FDBK06881,8040,The_16020,"The service was too slow, please improve.",2021-08-19,Other,Low,We are looking into this issue.,2022-02-07,True
FDBK06882,11882,Chipotle_66412,Food quality was not as expected.,2020-05-25,Suggestion,High,,2022-11-18,False
FDBK06883,4606,Panera_67858,"Great service, but room for improvement.",2024-01-26,Praise,Low,Thank you for your feedback.,2024-11-26,True
FDBK06884,2034,P.F._10643,Food quality was not as expected.,2021-01-18,Suggestion,Medium,"Resolved, thank you for reaching out.",2024-02-07,True
FDBK06885,4498,Buffalo_81744,Food quality was not as expected.,2022-02-02,Complaint,High,,2022-02-02,False
FDBK06886,6175,P.F._72933,Loved the ambiance and the staff were friendly.,2024-08-06,Praise,Low,We are looking into this issue.,2024-08-06,False
FDBK06887,9530,The_39280,"Great service, but room for improvement.",2023-08-28,Suggestion,High,We are looking into this issue.,2023-08-28,True
FDBK06888,2883,Olive_38921,"Exceptional experience, highly recommend!",2023-01-28,Other,Medium,Thank you for your feedback.,2024-11-07,False
FDBK06889,4175,The_27030,Food quality was not as expected.,2022-04-01,Inquiry,Low,"Resolved, thank you for reaching out.",2022-04-01,False
FDBK06890,11981,Buffalo_99044,"Exceptional experience, highly recommend!",2024-04-26,Suggestion,Low,We are looking into this issue.,2024-12-28,False
FDBK06891,2783,The_55870,"Exceptional experience, highly recommend!",2023-07-17,Other,High,We are looking into this issue.,2023-07-17,True
FDBK06892,9350,The_39300,"The service was too slow, please improve.",2021-05-10,Suggestion,High,"Resolved, thank you for reaching out.",2022-01-13,True
FDBK06893,2408,Texas_9237,"The service was too slow, please improve.",2020-10-06,Suggestion,Medium,Thank you for your feedback.,2024-12-29,False
FDBK06894,3805,Texas_53107,"Great service, but room for improvement.",2024-01-04,Inquiry,High,,2024-01-04,True
FDBK06895,3187,Olive_89211,Loved the ambiance and the staff were friendly.,2021-05-19,Praise,Medium,Thank you for your feedback.,2023-05-08,False
FDBK06896,2775,The_53870,Food quality was not as expected.,2024-02-26,Other,Medium,,2024-02-26,True
FDBK06897,10531,Chili's_13299,"Exceptional experience, highly recommend!",2022-06-09,Praise,High,"Resolved, thank you for reaching out.",2024-08-10,True
FDBK06898,11335,Chili's_65269,Food quality was not as expected.,2020-06-01,Praise,High,"Resolved, thank you for reaching out.",2022-09-22,False
FDBK06899,6596,Chili's_97009,Food quality was not as expected.,2023-03-27,Other,Medium,"Resolved, thank you for reaching out.",2023-03-27,True
FDBK06900,11910,P.F._57523,"Exceptional experience, highly recommend!",2021-01-10,Other,Medium,We are looking into this issue.,2024-01-30,False
FDBK06901,9337,P.F._87853,"The service was too slow, please improve.",2023-06-13,Suggestion,High,,2023-06-13,False
FDBK06902,6395,Buffalo_72174,"The service was too slow, please improve.",2020-07-05,Suggestion,Medium,,2020-07-05,True
FDBK06903,11627,P.F._63543,Loved the ambiance and the staff were friendly.,2020-06-14,Complaint,Low,Thank you for your feedback.,2024-10-19,False
FDBK06904,5501,Chipotle_93922,"The service was too slow, please improve.",2021-02-10,Praise,High,"Resolved, thank you for reaching out.",2021-02-10,False
FDBK06905,8751,The_91550,"Exceptional experience, highly recommend!",2022-12-13,Inquiry,Medium,Thank you for your feedback.,2022-12-13,False
FDBK06906,5689,P.F._50253,"Exceptional experience, highly recommend!",2024-09-13,Complaint,High,"Resolved, thank you for reaching out.",2024-09-13,False
FDBK06907,5942,Chili's_70529,Food quality was not as expected.,2022-06-07,Other,High,"Resolved, thank you for reaching out.",2022-06-07,False
FDBK06908,7746,Red_98826,"Exceptional experience, highly recommend!",2023-07-10,Praise,High,Thank you for your feedback.,2023-07-10,True
FDBK06909,11937,Chili's_13769,"The service was too slow, please improve.",2023-10-06,Suggestion,Medium,We are looking into this issue.,2023-10-06,False
FDBK06910,11005,Olive_47501,Loved the ambiance and the staff were friendly.,2024-12-07,Inquiry,High,,2024-12-07,True
FDBK06911,7754,Buffalo_24374,Loved the ambiance and the staff were friendly.,2023-12-30,Praise,Low,We are looking into this issue.,2023-12-30,False
FDBK06912,3041,Red_16146,"The service was too slow, please improve.",2023-11-13,Suggestion,Low,Thank you for your feedback.,2023-11-13,False
FDBK06913,11420,Panera_16838,"The service was too slow, please improve.",2023-11-12,Inquiry,Medium,We are looking into this issue.,2023-11-12,True
FDBK06914,5725,Buffalo_80994,"Exceptional experience, highly recommend!",2021-07-25,Inquiry,Medium,,2021-07-25,True
FDBK06915,8857,Olive_2661,Loved the ambiance and the staff were friendly.,2023-09-17,Inquiry,High,"Resolved, thank you for reaching out.",2024-06-21,True
FDBK06916,10784,P.F._8383,"The service was too slow, please improve.",2022-07-28,Other,Medium,"Resolved, thank you for reaching out.",2023-06-26,False
FDBK06917,6136,Chipotle_22652,"Exceptional experience, highly recommend!",2024-02-26,Suggestion,High,Thank you for your feedback.,2024-02-26,True
FDBK06918,3762,Olive_18231,"Exceptional experience, highly recommend!",2024-08-26,Suggestion,Low,We are looking into this issue.,2024-08-26,True
FDBK06919,2480,The_21550,"Exceptional experience, highly recommend!",2022-10-31,Other,High,"Resolved, thank you for reaching out.",2023-07-30,False
FDBK06920,4562,Outback_53215,"Great service, but room for improvement.",2024-03-20,Suggestion,High,We are looking into this issue.,2024-03-20,True
FDBK06921,8889,Texas_84677,Food quality was not as expected.,2023-01-13,Suggestion,Medium,,2023-01-13,True
FDBK06922,2079,Chipotle_65442,"The service was too slow, please improve.",2021-11-10,Praise,Low,,2021-11-10,False
FDBK06923,7652,Texas_10197,"Exceptional experience, highly recommend!",2024-09-06,Complaint,Low,Thank you for your feedback.,2024-10-22,True
FDBK06924,9438,Olive_38431,"Great service, but room for improvement.",2022-11-27,Other,Medium,"Resolved, thank you for reaching out.",2024-07-10,False
FDBK06925,3014,Olive_76241,Food quality was not as expected.,2023-03-01,Other,High,Thank you for your feedback.,2023-03-01,False
FDBK06926,3056,Texas_91037,"The service was too slow, please improve.",2021-06-03,Inquiry,Low,,2022-03-09,False
FDBK06927,10248,Texas_98897,"The service was too slow, please improve.",2023-11-10,Inquiry,Medium,We are looking into this issue.,2023-12-24,True
FDBK06928,11324,Panera_48048,Loved the ambiance and the staff were friendly.,2021-06-11,Other,Medium,We are looking into this issue.,2022-11-07,False
FDBK06929,4228,Olive_17771,Food quality was not as expected.,2021-10-07,Praise,Low,"Resolved, thank you for reaching out.",2022-07-18,False
FDBK06930,11147,Panera_84438,Loved the ambiance and the staff were friendly.,2023-02-22,Complaint,Medium,We are looking into this issue.,2023-02-22,True
FDBK06931,5390,P.F._29933,"Great service, but room for improvement.",2023-04-16,Complaint,Low,We are looking into this issue.,2023-04-16,True
FDBK06932,6387,P.F._77693,Loved the ambiance and the staff were friendly.,2024-03-08,Praise,Medium,"Resolved, thank you for reaching out.",2024-03-08,False
FDBK06933,4394,Buffalo_54374,"The service was too slow, please improve.",2024-03-10,Praise,Low,,2024-03-10,False
FDBK06934,3916,Chili's_40539,Food quality was not as expected.,2024-09-01,Complaint,Medium,We are looking into this issue.,2024-09-01,False
FDBK06935,11611,Panera_33158,"The service was too slow, please improve.",2024-06-14,Inquiry,Medium,"Resolved, thank you for reaching out.",2024-06-14,False
FDBK06936,10402,Olive_18461,Food quality was not as expected.,2023-06-11,Praise,Medium,"Resolved, thank you for reaching out.",2023-06-17,True
FDBK06937,4127,Buffalo_88584,"Exceptional experience, highly recommend!",2020-11-24,Other,Low,We are looking into this issue.,2023-03-10,False
FDBK06938,6553,Buffalo_83004,"The service was too slow, please improve.",2023-06-15,Complaint,Low,,2023-06-15,True
FDBK06939,9728,Red_73586,Loved the ambiance and the staff were friendly.,2021-03-13,Praise,Low,,2022-08-31,True
FDBK06940,9647,Chipotle_66282,"Exceptional experience, highly recommend!",2023-04-15,Other,High,We are looking into this issue.,2023-04-15,True
FDBK06941,5069,The_77850,"Exceptional experience, highly recommend!",2024-01-06,Complaint,Low,We are looking into this issue.,2024-01-06,True
FDBK06942,3597,Outback_58905,"The service was too slow, please improve.",2022-12-05,Complaint,Low,,2022-12-05,True
FDBK06943,3769,Outback_92955,"The service was too slow, please improve.",2022-03-06,Complaint,Low,"Resolved, thank you for reaching out.",2023-04-02,True
FDBK06944,8860,Panera_29528,Loved the ambiance and the staff were friendly.,2022-08-08,Suggestion,High,"Resolved, thank you for reaching out.",2022-12-02,True
FDBK06945,6760,Panera_61538,"Great service, but room for improvement.",2023-08-12,Suggestion,Low,"Resolved, thank you for reaching out.",2023-12-14,True
FDBK06946,6598,Olive_97721,Food quality was not as expected.,2020-08-16,Inquiry,Medium,"Resolved, thank you for reaching out.",2024-11-23,True
FDBK06947,8597,Chipotle_55412,"Exceptional experience, highly recommend!",2022-10-29,Complaint,Low,,2024-08-01,True
FDBK06948,11299,Chipotle_68422,Loved the ambiance and the staff were friendly.,2023-08-17,Suggestion,High,"Resolved, thank you for reaching out.",2023-08-17,False
FDBK06949,2216,P.F._93783,"Exceptional experience, highly recommend!",2021-06-24,Praise,High,"Resolved, thank you for reaching out.",2023-02-25,True
FDBK06950,3775,Outback_16295,Food quality was not as expected.,2021-03-20,Complaint,High,Thank you for your feedback.,2023-04-03,True
FDBK06951,5542,Olive_87811,Food quality was not as expected.,2024-11-12,Other,Low,"Resolved, thank you for reaching out.",2024-11-12,False
FDBK06952,3920,Panera_63658,"Exceptional experience, highly recommend!",2021-06-18,Suggestion,Medium,"Resolved, thank you for reaching out.",2021-06-18,True
FDBK06953,7475,Outback_45095,"Great service, but room for improvement.",2021-08-30,Praise,Low,,2022-03-13,False
FDBK06954,10809,Panera_30098,"Great service, but room for improvement.",2022-04-12,Complaint,Medium,,2023-11-20,True
FDBK06955,4792,P.F._90963,Loved the ambiance and the staff were friendly.,2022-12-24,Other,High,,2022-12-24,True
FDBK06956,9636,The_89870,Food quality was not as expected.,2024-08-12,Praise,Medium,Thank you for your feedback.,2024-08-12,False
FDBK06957,7643,Outback_26835,"The service was too slow, please improve.",2024-10-16,Suggestion,High,Thank you for your feedback.,2024-10-16,False
FDBK06958,3652,The_72200,Loved the ambiance and the staff were friendly.,2024-11-16,Praise,Medium,Thank you for your feedback.,2024-11-16,False
FDBK06959,2621,Red_41846,Food quality was not as expected.,2024-03-18,Complaint,Low,"Resolved, thank you for reaching out.",2024-03-18,True
FDBK06960,7480,P.F._45373,"Great service, but room for improvement.",2022-02-06,Other,High,,2022-02-06,True
FDBK06961,9059,Panera_71498,"The service was too slow, please improve.",2021-10-30,Inquiry,High,We are looking into this issue.,2023-04-21,True
FDBK06962,6637,Texas_48627,"Great service, but room for improvement.",2024-03-16,Complaint,High,Thank you for your feedback.,2024-12-09,True
FDBK06963,9309,P.F._43853,Food quality was not as expected.,2024-08-20,Praise,Medium,We are looking into this issue.,2024-08-26,False
FDBK06964,9993,Olive_36851,"Great service, but room for improvement.",2021-01-28,Suggestion,Medium,,2021-08-12,False
FDBK06965,3844,The_18220,"The service was too slow, please improve.",2023-04-13,Praise,Medium,"Resolved, thank you for reaching out.",2023-04-13,True
FDBK06966,9776,Panera_68078,"Exceptional experience, highly recommend!",2021-12-08,Praise,High,Thank you for your feedback.,2022-01-30,False
FDBK06967,4982,P.F._63323,Food quality was not as expected.,2020-05-17,Praise,Low,We are looking into this issue.,2023-06-03,True
FDBK06968,8715,P.F._37473,"Great service, but room for improvement.",2021-09-10,Suggestion,Low,We are looking into this issue.,2022-08-02,False
FDBK06969,3789,The_59600,"The service was too slow, please improve.",2024-06-09,Other,Medium,"Resolved, thank you for reaching out.",2024-06-09,True
FDBK06970,5663,Texas_29977,Loved the ambiance and the staff were friendly.,2023-04-28,Other,Medium,Thank you for your feedback.,2023-04-28,False
FDBK06971,8715,Outback_57805,Loved the ambiance and the staff were friendly.,2022-03-12,Praise,Medium,Thank you for your feedback.,2024-07-04,True
FDBK06972,11735,P.F._36103,"Great service, but room for improvement.",2023-05-21,Praise,Medium,"Resolved, thank you for reaching out.",2023-05-21,False
FDBK06973,11806,Buffalo_99814,"Great service, but room for improvement.",2022-12-24,Other,Medium,We are looking into this issue.,2022-12-24,True
FDBK06974,6789,Olive_48671,"The service was too slow, please improve.",2023-10-14,Complaint,High,We are looking into this issue.,2023-10-14,True
FDBK06975,10021,The_71840,Loved the ambiance and the staff were friendly.,2024-02-10,Complaint,Low,"Resolved, thank you for reaching out.",2024-02-10,True
FDBK06976,3334,Outback_70415,"Exceptional experience, highly recommend!",2022-03-27,Praise,High,Thank you for your feedback.,2022-03-27,True
FDBK06977,3625,P.F._81143,"Great service, but room for improvement.",2023-06-05,Inquiry,High,,2023-06-05,False
FDBK06978,6275,Red_55376,Loved the ambiance and the staff were friendly.,2024-04-30,Complaint,Low,"Resolved, thank you for reaching out.",2024-04-30,True
FDBK06979,2907,The_93500,"The service was too slow, please improve.",2020-08-06,Suggestion,Medium,,2022-01-08,True
FDBK06980,11390,The_79630,"Exceptional experience, highly recommend!",2022-10-03,Suggestion,High,,2022-10-03,False
FDBK06981,8894,Outback_63375,Loved the ambiance and the staff were friendly.,2022-09-17,Other,Medium,,2024-09-10,False
FDBK06982,8299,Outback_44945,Loved the ambiance and the staff were friendly.,2023-10-22,Suggestion,Low,"Resolved, thank you for reaching out.",2023-10-22,True
FDBK06983,8743,Chipotle_21652,"Great service, but room for improvement.",2024-06-19,Suggestion,High,We are looking into this issue.,2024-06-19,True
FDBK06984,3698,Chili's_22219,Loved the ambiance and the staff were friendly.,2023-03-18,Suggestion,Low,"Resolved, thank you for reaching out.",2023-03-18,False
FDBK06985,9421,Texas_53237,"Exceptional experience, highly recommend!",2022-09-19,Other,High,Thank you for your feedback.,2022-09-19,False
FDBK06986,5264,Chipotle_56162,Loved the ambiance and the staff were friendly.,2021-08-11,Praise,Low,Thank you for your feedback.,2021-08-11,True
FDBK06987,2834,Olive_35921,"Great service, but room for improvement.",2020-06-18,Inquiry,Medium,,2020-09-19,False
FDBK06988,6416,Panera_69218,"Exceptional experience, highly recommend!",2022-04-14,Suggestion,High,Thank you for your feedback.,2023-01-07,True
FDBK06989,7390,Panera_96628,"Exceptional experience, highly recommend!",2020-11-18,Inquiry,Medium,We are looking into this issue.,2022-06-29,False
FDBK06990,3972,Chili's_80829,Loved the ambiance and the staff were friendly.,2020-11-08,Other,High,Thank you for your feedback.,2021-09-06,True
FDBK06991,4116,Buffalo_47284,"Great service, but room for improvement.",2022-12-02,Inquiry,Medium,,2024-12-07,False
FDBK06992,8039,Texas_64847,Loved the ambiance and the staff were friendly.,2023-10-01,Praise,Low,,2023-10-01,True
FDBK06993,11177,Olive_90781,"Exceptional experience, highly recommend!",2023-10-17,Praise,High,Thank you for your feedback.,2023-10-17,True
FDBK06994,5528,Chili's_88849,Loved the ambiance and the staff were friendly.,2024-03-22,Inquiry,High,,2024-03-22,False
FDBK06995,8700,Chipotle_4822,Loved the ambiance and the staff were friendly.,2022-07-25,Inquiry,Low,Thank you for your feedback.,2022-07-25,False
FDBK06996,3969,Olive_50761,Loved the ambiance and the staff were friendly.,2022-11-27,Praise,Low,Thank you for your feedback.,2023-08-17,False
FDBK06997,11542,Chili's_85959,"Exceptional experience, highly recommend!",2021-03-16,Suggestion,Medium,Thank you for your feedback.,2023-05-04,True
FDBK06998,10633,Chipotle_73982,"Great service, but room for improvement.",2022-10-20,Complaint,High,,2024-08-10,True
FDBK06999,5054,The_9030,"Great service, but room for improvement.",2021-12-01,Other,High,Thank you for your feedback.,2021-12-25,False
FDBK07000,9648,Red_10566,"Exceptional experience, highly recommend!",2020-08-31,Praise,Medium,Thank you for your feedback.,2022-11-04,True
FDBK07001,2045,P.F._95203,"Exceptional experience, highly recommend!",2020-01-21,Suggestion,Medium,,2023-03-20,True
FDBK07002,5002,Olive_36571,Food quality was not as expected.,2021-03-12,Suggestion,Low,We are looking into this issue.,2024-03-03,True
FDBK07003,4454,Chipotle_23322,Loved the ambiance and the staff were friendly.,2023-03-10,Inquiry,Low,We are looking into this issue.,2023-03-10,True
FDBK07004,5357,Chili's_32409,"Great service, but room for improvement.",2023-05-10,Suggestion,Medium,We are looking into this issue.,2023-05-10,False
FDBK07005,10281,Olive_54741,Loved the ambiance and the staff were friendly.,2022-10-28,Inquiry,High,"Resolved, thank you for reaching out.",2022-10-28,True
FDBK07006,11722,Texas_35857,Food quality was not as expected.,2024-06-28,Suggestion,Low,We are looking into this issue.,2024-06-28,False
FDBK07007,11803,P.F._93173,"Great service, but room for improvement.",2023-10-23,Complaint,Medium,We are looking into this issue.,2024-07-20,True
FDBK07008,2532,Buffalo_58354,"Great service, but room for improvement.",2024-01-22,Praise,Medium,,2024-01-22,True
FDBK07009,10490,Panera_49078,Food quality was not as expected.,2020-01-06,Praise,High,,2023-12-01,True
FDBK07010,11560,Buffalo_79994,Loved the ambiance and the staff were friendly.,2024-10-14,Praise,Low,We are looking into this issue.,2024-10-14,True
FDBK07011,10374,Panera_71148,Loved the ambiance and the staff were friendly.,2024-11-17,Other,Low,"Resolved, thank you for reaching out.",2024-11-17,False
FDBK07012,3382,Buffalo_43644,"Great service, but room for improvement.",2020-04-08,Inquiry,Medium,Thank you for your feedback.,2024-03-25,True
FDBK07013,10676,Outback_39075,"Great service, but room for improvement.",2023-07-30,Praise,Low,"Resolved, thank you for reaching out.",2023-07-30,False
FDBK07014,7504,Red_80916,"The service was too slow, please improve.",2024-12-15,Suggestion,High,We are looking into this issue.,2024-12-15,True
FDBK07015,2643,Red_45526,"Great service, but room for improvement.",2024-08-03,Inquiry,Low,,2024-08-03,True
FDBK07016,3159,Chipotle_30612,Food quality was not as expected.,2023-10-13,Praise,High,We are looking into this issue.,2023-10-13,True
FDBK07017,11837,Chili's_29199,"Exceptional experience, highly recommend!",2020-07-15,Suggestion,Medium,"Resolved, thank you for reaching out.",2023-03-11,False
FDBK07018,7356,Buffalo_34854,"Exceptional experience, highly recommend!",2020-04-03,Suggestion,High,"Resolved, thank you for reaching out.",2020-04-03,True
FDBK07019,4444,The_33550,Food quality was not as expected.,2024-08-16,Inquiry,High,We are looking into this issue.,2024-09-15,True
FDBK07020,8480,Panera_72398,Food quality was not as expected.,2022-09-13,Complaint,Medium,Thank you for your feedback.,2023-07-06,True
FDBK07021,3309,Chili's_65639,"Great service, but room for improvement.",2024-03-15,Complaint,Low,"Resolved, thank you for reaching out.",2024-03-15,False
FDBK07022,10858,Panera_63888,Loved the ambiance and the staff were friendly.,2023-03-21,Complaint,Medium,Thank you for your feedback.,2023-03-21,True
FDBK07023,8696,Olive_95991,"Great service, but room for improvement.",2021-12-12,Complaint,High,We are looking into this issue.,2022-11-13,False
FDBK07024,5759,Red_71266,"Great service, but room for improvement.",2023-02-24,Other,Low,Thank you for your feedback.,2023-08-09,False
FDBK07025,8985,Chipotle_14502,Loved the ambiance and the staff were friendly.,2023-03-17,Complaint,Medium,Thank you for your feedback.,2024-10-02,True
FDBK07026,2101,Buffalo_68994,Food quality was not as expected.,2023-02-06,Complaint,Medium,Thank you for your feedback.,2023-02-06,True
FDBK07027,10227,Red_43176,"Great service, but room for improvement.",2024-09-25,Inquiry,Low,We are looking into this issue.,2024-09-25,True
FDBK07028,5180,P.F._84733,"Exceptional experience, highly recommend!",2024-05-11,Complaint,Medium,,2024-05-11,True
FDBK07029,2932,The_31730,"Great service, but room for improvement.",2024-07-14,Other,Low,We are looking into this issue.,2024-07-14,True
FDBK07030,6130,Olive_57441,"Great service, but room for improvement.",2021-12-12,Other,High,We are looking into this issue.,2022-06-01,False
FDBK07031,5944,Olive_13401,"Great service, but room for improvement.",2024-03-27,Other,High,,2024-03-27,False
FDBK07032,11823,The_42040,"The service was too slow, please improve.",2020-12-28,Suggestion,Low,Thank you for your feedback.,2020-12-28,True
FDBK07033,5403,The_47090,Food quality was not as expected.,2022-08-14,Inquiry,Low,"Resolved, thank you for reaching out.",2022-08-14,True
FDBK07034,4293,Red_78746,Loved the ambiance and the staff were friendly.,2022-01-28,Suggestion,Low,Thank you for your feedback.,2022-01-28,True
FDBK07035,10571,Buffalo_83384,"The service was too slow, please improve.",2020-12-14,Suggestion,High,"Resolved, thank you for reaching out.",2021-07-12,False
FDBK07036,2208,Buffalo_81964,"The service was too slow, please improve.",2023-11-01,Complaint,High,We are looking into this issue.,2023-11-01,True
FDBK07037,4925,Outback_68385,Food quality was not as expected.,2023-04-24,Complaint,Medium,,2023-04-24,True
FDBK07038,8517,Outback_47605,Food quality was not as expected.,2022-07-27,Inquiry,Low,Thank you for your feedback.,2022-07-28,True
FDBK07039,10356,Olive_41391,"Great service, but room for improvement.",2024-09-29,Suggestion,High,,2024-09-29,True
FDBK07040,2761,The_65750,"Exceptional experience, highly recommend!",2021-07-10,Other,High,,2021-07-10,True
FDBK07041,7602,Outback_76435,Food quality was not as expected.,2021-10-27,Suggestion,High,Thank you for your feedback.,2024-06-16,True
FDBK07042,11712,P.F._63073,Loved the ambiance and the staff were friendly.,2021-01-17,Other,High,"Resolved, thank you for reaching out.",2023-09-14,True
FDBK07043,6083,Chipotle_52542,"Exceptional experience, highly recommend!",2021-01-04,Complaint,Low,,2021-01-04,True
FDBK07044,6861,Red_75136,Loved the ambiance and the staff were friendly.,2021-05-15,Suggestion,Low,"Resolved, thank you for reaching out.",2022-07-21,False
FDBK07045,3714,P.F._81303,Loved the ambiance and the staff were friendly.,2020-10-06,Suggestion,Medium,Thank you for your feedback.,2022-03-10,False
FDBK07046,7539,Texas_21667,"Exceptional experience, highly recommend!",2022-04-08,Complaint,High,,2022-04-08,True
FDBK07047,6245,Chipotle_71862,Food quality was not as expected.,2024-08-22,Inquiry,Low,"Resolved, thank you for reaching out.",2024-08-22,True
FDBK07048,5034,Olive_69561,"Great service, but room for improvement.",2023-08-31,Praise,Low,,2024-07-05,True
FDBK07049,8172,Olive_12381,Food quality was not as expected.,2024-09-07,Praise,Low,,2024-09-07,False
FDBK07050,4894,Chili's_3389,"The service was too slow, please improve.",2023-07-09,Inquiry,Low,Thank you for your feedback.,2023-07-09,True
FDBK07051,6456,The_49930,Loved the ambiance and the staff were friendly.,2023-04-09,Other,Medium,,2023-12-08,True
FDBK07052,3603,Buffalo_8794,"Great service, but room for improvement.",2021-05-10,Complaint,High,We are looking into this issue.,2023-02-07,True
FDBK07053,6524,P.F._14923,"The service was too slow, please improve.",2024-04-20,Suggestion,Low,,2024-04-20,True
FDBK07054,7203,Red_57886,Food quality was not as expected.,2023-05-15,Praise,Medium,,2023-05-15,True
FDBK07055,2395,Chili's_68949,Loved the ambiance and the staff were friendly.,2022-10-31,Praise,Medium,,2023-09-26,True
FDBK07056,5420,Outback_56865,"Great service, but room for improvement.",2024-06-21,Inquiry,Medium,Thank you for your feedback.,2024-06-21,True
FDBK07057,11458,Olive_61181,"Great service, but room for improvement.",2024-08-23,Complaint,High,We are looking into this issue.,2024-08-23,False
FDBK07058,7550,Buffalo_31634,"Exceptional experience, highly recommend!",2020-05-02,Praise,High,"Resolved, thank you for reaching out.",2020-05-02,False
FDBK07059,11988,Panera_17438,"The service was too slow, please improve.",2024-08-13,Complaint,Low,We are looking into this issue.,2024-08-13,True
FDBK07060,4677,The_62990,"Great service, but room for improvement.",2022-03-13,Praise,Medium,"Resolved, thank you for reaching out.",2024-11-03,True
FDBK07061,8460,Buffalo_28554,"Exceptional experience, highly recommend!",2021-02-18,Complaint,Low,Thank you for your feedback.,2022-05-31,False
FDBK07062,6645,Chipotle_34352,"The service was too slow, please improve.",2023-05-17,Inquiry,Low,,2023-05-17,True
FDBK07063,9051,Texas_84887,Food quality was not as expected.,2022-04-01,Suggestion,Low,,2024-03-14,False
FDBK07064,5002,Outback_38545,"The service was too slow, please improve.",2023-08-12,Inquiry,Low,We are looking into this issue.,2023-08-12,False
FDBK07065,11545,P.F._86313,"Exceptional experience, highly recommend!",2024-08-27,Praise,High,Thank you for your feedback.,2024-08-27,False
FDBK07066,10369,Outback_75715,"The service was too slow, please improve.",2021-06-15,Suggestion,High,"Resolved, thank you for reaching out.",2023-11-23,False
FDBK07067,7726,Chipotle_16932,Loved the ambiance and the staff were friendly.,2021-01-21,Suggestion,Medium,,2022-06-11,True
FDBK07068,3451,Texas_59777,"The service was too slow, please improve.",2021-09-21,Other,Medium,We are looking into this issue.,2024-05-06,True
FDBK07069,2142,Olive_85071,"The service was too slow, please improve.",2021-07-03,Other,Low,,2023-05-14,True
FDBK07070,11462,Chili's_30999,Loved the ambiance and the staff were friendly.,2023-05-31,Other,Low,We are looking into this issue.,2023-05-31,True
FDBK07071,9226,Olive_14621,"Exceptional experience, highly recommend!",2023-09-25,Praise,Medium,Thank you for your feedback.,2024-12-05,True
