item_id,restaurant_id,name,price,category,description,availability,preparation_time
354,36,Chicken Wrap,10.11,Pizza,Traditional pizza with mozzarella,True,12
355,36,Margherita Pizza,9.02,Pizza,Seasoned beef in tacos,True,22
356,36,Vegetable Stir Fry,11.57,Main Course,Layered pasta with tomato sauce,True,13
357,36,Spaghetti Carbonara,18.72,Burger,Spicy tuna rolls with rice,False,21
358,36,Caprese Salad,6.87,Side Dish,Battered fish served with fries,False,26
359,36,Penne Arrabbiata,12.95,Side Dish,Vegetable soup with pasta,False,22
360,36,Grilled Salmon,19.89,Sushi,Juicy beef patty with cheese,False,17
361,37,Garlic Naan,15.63,Salad,Traditional pizza with mozzarella,False,27
362,37,Fish Curry,17.39,Side Dish,Grilled chicken in tortilla wrap,False,27
363,37,Fish and Chips,14.01,Taco,Seasoned beef in tacos,False,27
364,37,Minestrone Soup,12.11,Pasta,Toasted bread with cheese,True,16
365,37,Garlic Bread,14.39,Soup,Battered fish served with fries,False,15
366,37,Penne Arrabbiata,11.43,Salad,Crispy fried chicken,False,21
367,37,Fried Chicken,8.63,Appetizer,Spicy penne pasta with tomato sauce,True,12
368,37,Chicken Cheeseburger,17.44,Salad,Vegetable soup with pasta,False,25
369,37,Grilled Cheese,10.05,Salad,Grilled salmon with seasoning,False,25
370,37,Cheeseburger,18.14,Sushi,Crispy garlic bread,True,20
371,38,Caprese Salad,8.56,Salad,Classic pasta with rich sauce,True,14
372,38,Grilled Chicken,14.78,Sushi,Fresh mozzarella with basil,True,22
373,38,Grilled Cheese,14.67,Main Course,Spicy penne pasta with tomato sauce,False,14
374,38,Cheeseburger,9.82,Pizza,Traditional pizza with mozzarella,False,22
375,38,Chicken Cheeseburger,6.27,Wrap,Classic pasta with rich sauce,False,28
376,38,Spicy Curry Roll,8.29,Taco,Breaded chicken in marinara sauce,True,12
377,38,Grilled Veggies,19.27,Appetizer,Crispy garlic bread,False,16
378,38,Fried Chicken,19.38,Soup,Fresh mozzarella with basil,False,11
379,38,Spicy Tuna Roll,8.26,Taco,Crispy fried chicken,False,14
380,38,Grilled Tofu,16.74,Burger,Traditional pizza with mozzarella,True,21
381,39,Grilled Cheese,7.93,Burger,Spicy tuna rolls with rice,False,13
382,39,Chicken Parmesan,15.68,Taco,Classic pasta with rich sauce,True,24
383,39,Spaghetti Carbonara,8.86,Pasta,Spicy tuna rolls with rice,False,24
384,39,Beef Tacos,5.21,Sushi,Crispy fried chicken,False,13
385,39,Eggplant Parmesan,17.84,Wrap,Layered pasta with tomato sauce,True,15
386,39,Margherita Pizza,18.37,Soup,Spicy tuna rolls with rice,True,17
387,39,Grilled Chicken,16.26,Wrap,Fresh salad with caesar dressing,True,20
388,39,Fish and Chips,11.2,Pasta,Layered pasta with tomato sauce,True,26
389,39,Farmhouse Pizza,8.65,Pasta,Traditional pizza with mozzarella,True,24
390,39,Garlic Bread,11.71,Sushi,Crispy fried chicken,False,28
391,40,Caesar Salad,9.37,Appetizer,Fried eggplant with marinara,True,10
392,40,Eggplant Parmesan,13.62,Main Course,Fried eggplant with marinara,True,18
393,40,Chicken Parmesan,12.93,Sushi,Seasoned beef in tacos,False,20
394,40,Fried Rice,15.77,Appetizer,Fresh mozzarella with basil,False,25
395,40,Chicken Tuna Roll,13.78,Soup,Fresh mozzarella with basil,True,14
396,40,Fried Chicken,9.27,Appetizer,Fresh salad with caesar dressing,True,24
397,40,Chicken Tacos,10.56,Sushi,Creamy pasta with alfredo sauce,True,15
398,40,Spicy Curry Roll,15.82,Taco,Spicy tuna rolls with rice,False,17
399,40,Spicy Tuna Roll,19.16,Salad,Creamy pasta with alfredo sauce,False,21
400,40,Beef Tacos,17.42,Soup,Crispy fried chicken,True,10
401,41,Fried Chicken,18.57,Wrap,Creamy pasta with alfredo sauce,False,17
402,41,Chicken Parmesan,15.22,Main Course,Grilled salmon with seasoning,False,26
403,41,Vegetable Fry,10.62,Pizza,Crispy garlic bread,True,19
404,41,Fish Curry,7.23,Pizza,Layered pasta with tomato sauce,True,26
405,41,Eggplant Parmesan,15.25,Pizza,Spicy tuna rolls with rice,True,25
406,41,Fried Rice,12.35,Sushi,Seasoned beef in tacos,False,10
407,41,Fettuccine Alfredo,6.59,Taco,Toasted bread with cheese,True,22
408,41,Minestrone Soup,14.22,Main Course,Toasted bread with cheese,True,11
409,41,Vegetable Lasagna,7.08,Main Course,Creamy pasta with alfredo sauce,True,14
410,41,Margherita Pizza,18.06,Burger,Grilled salmon with seasoning,True,11
411,42,Chicken Salad,7.26,Pizza,Spicy tuna rolls with rice,True,13
412,42,Pasta Alfredo,10.71,Wrap,Fried eggplant with marinara,False,30
413,42,Beef Tacos,18.57,Salad,Fresh salad with caesar dressing,True,15
414,42,Fettuccine Alfredo,12.22,Main Course,Breaded chicken in marinara sauce,False,21
415,42,Cheeseburger,15.13,Salad,Fresh mozzarella with basil,True,30
416,42,Eggplant Parmesan,14.29,Wrap,Grilled chicken in tortilla wrap,False,20
417,42,Fish and Chips,5.28,Burger,Crispy fried chicken,True,28
418,42,Chicken Salad,11.14,Pasta,Traditional pizza with mozzarella,True,29
419,42,Caesar Salad,5.62,Wrap,Traditional pizza with mozzarella,True,16
420,42,Chicken Wrap,6.03,Appetizer,Breaded chicken in marinara sauce,False,11
421,43,Spicy Curry,19.31,Burger,Layered pasta with tomato sauce,False,22
422,43,Grilled Chicken,19.38,Main Course,Vegetable soup with pasta,True,18
423,43,Vegetable Stir Fry,9.91,Sushi,Creamy pasta with alfredo sauce,True,20
424,43,Chicken Wrap,14.74,Main Course,Toasted bread with cheese,True,30
425,43,Cheeseburger,7.22,Main Course,Traditional pizza with mozzarella,False,16
426,43,Fettuccine Alfredo,16.97,Pizza,Classic pasta with rich sauce,False,19
427,43,Spicy Curry,12.2,Sushi,Crispy fried chicken,True,21
428,43,Garlic Bread,16.51,Pizza,Crispy fried chicken,True,11
429,43,Spicy Tuna Roll,15.41,Burger,Fried eggplant with marinara,True,26
430,43,Grilled Cheese,15.94,Pizza,Spicy penne pasta with tomato sauce,True,22
431,44,Fish and Chips,12.32,Soup,Battered fish served with fries,True,17
432,44,Farmhouse Pizza,18.31,Soup,Battered fish served with fries,True,16
433,44,Minestrone Soup,12.41,Pasta,Fresh salad with caesar dressing,False,20
434,44,Beef Tacos,17.93,Wrap,Spicy tuna rolls with rice,True,23
435,44,Chicken Salad,8.94,Wrap,Vegetable soup with pasta,True,18
436,44,Grilled Salmon,9.37,Main Course,Toasted bread with cheese,True,23
437,44,Margherita Pizza,8.45,Soup,Breaded chicken in marinara sauce,True,10
438,44,Caprese Salad,19.3,Sushi,Toasted bread with cheese,False,20
439,44,Chicken Wrap,5.89,Wrap,Spicy penne pasta with tomato sauce,True,12
440,44,Vegetable Lasagna,15.02,Burger,Fried eggplant with marinara,False,14
441,45,Chicken Wrap,11.92,Sushi,Vegetable soup with pasta,False,11
442,45,Eggplant Curry,8.83,Burger,Grilled salmon with seasoning,True,29
443,45,Penne Pasta,19.17,Sushi,Layered pasta with tomato sauce,True,27
444,45,Tomato Soup,12.93,Soup,Spicy penne pasta with tomato sauce,False,17
445,45,Penne Arrabbiata,5.16,Salad,Fresh mozzarella with basil,True,16
446,45,Vegetable Fry,13.75,Pizza,Fresh mozzarella with basil,True,20
447,45,Eggplant Parmesan,6.83,Pizza,Fried eggplant with marinara,False,25
448,45,Spaghetti Carbonara,10.11,Pasta,Classic pasta with rich sauce,True,14
449,45,Minestrone Soup,8.94,Pizza,Classic pasta with rich sauce,True,23
450,45,Vegetable Lasagna,6.57,Taco,Toasted bread with cheese,False,13
451,46,Eggplant Parmesan,18.01,Wrap,Spicy tuna rolls with rice,False,27
452,46,Chicken Wrap,10.48,Sushi,Juicy beef patty with cheese,True,14
453,46,Grilled Cheese,10.89,Soup,Seasoned beef in tacos,False,10
454,46,Chicken Salad,14.1,Main Course,Layered pasta with tomato sauce,True,30
455,46,Grilled Salmon,11.04,Appetizer,Spicy tuna rolls with rice,False,12
456,46,Grilled Tofu,12.52,Soup,Battered fish served with fries,True,17
457,46,Grilled veggies,13.12,Pizza,Juicy beef patty with cheese,False,11
458,46,Caesar Salad,7.6,Sushi,Creamy pasta with alfredo sauce,False,26
459,46,Beef Tacos,14.02,Main Course,Battered fish served with fries,False,21
460,46,Chicken Parmesan,5.46,Pasta,Fried eggplant with marinara,False,27
461,47,Tomato Soup,9.96,Appetizer,Traditional pizza with mozzarella,True,28
462,47,Garlic Naan,13.95,Appetizer,Breaded chicken in marinara sauce,True,27
463,47,Vegetable Stir Fry,9.64,Side Dish,Battered fish served with fries,True,11
464,47,Minestrone Soup,16.98,Salad,Spicy tuna rolls with rice,False,20
465,47,chicken Tacos,7.66,Main Course,Creamy pasta with alfredo sauce,True,28
466,47,Chicken Wrap,16.26,Pizza,Fresh mozzarella with basil,False,21
467,47,Chicken Wrap,14.61,Appetizer,Breaded chicken in marinara sauce,True,22
468,47,Chicken Parmesan,6.04,Burger,Fresh salad with caesar dressing,False,23
469,47,Beef Tacos,15.17,Wrap,Creamy pasta with alfredo sauce,False,26
470,47,Garlic Bread,13.48,Burger,Fried eggplant with marinara,True,10
471,48,Chicken Cheeseburger,11.23,Salad,Vegetable soup with pasta,False,21
472,48,Grilled Chicken,5.2,Main Course,Grilled salmon with seasoning,True,24
473,48,Chicken Salad,17.23,Salad,Crispy garlic bread,False,27
474,48,Spicy Tuna Roll,12.36,Sushi,Stir-fried vegetables with soy sauce,True,13
475,48,Eggplant Parmesan,6.17,Taco,Traditional pizza with mozzarella,False,16
476,48,Grilled Salmon,14.69,Taco,Crispy fried chicken,False,21
477,48,Cheeseburger,13.65,Main Course,Crispy garlic bread,False,21
478,48,Chicken Parmesan,9.52,Burger,Fresh mozzarella with basil,False,10
479,48,Caprese Salad,12.47,Sushi,Spicy tuna rolls with rice,True,22
480,48,Chicken Wrap,6.88,Sushi,Traditional pizza with mozzarella,True,30
481,49,Caesar Salad,6.24,Taco,Traditional pizza with mozzarella,False,18
482,49,Grilled Cheese,12.89,Side Dish,Fried eggplant with marinara,False,14
483,49,Vegetable Stir Fry,19.75,Appetizer,Traditional pizza with mozzarella,True,16
484,49,Vegetable Lasagna,18.29,Salad,Layered pasta with tomato sauce,False,14
485,49,Beef Tacos,12.25,Sushi,Spicy tuna rolls with rice,True,15
486,49,Chicken Wrap,16.46,Appetizer,Classic pasta with rich sauce,True,18
487,49,Chicken Salad,8.22,Wrap,Fresh salad with caesar dressing,False,28
488,49,Fried Chicken,9.62,Soup,Breaded chicken in marinara sauce,False,16
489,49,Caprese Salad,7.07,Wrap,Grilled salmon with seasoning,True,10
490,49,Margherita Pizza,16.12,Salad,Seasoned beef in tacos,True,29
491,50,Spaghetti Carbonara,11.6,Pizza,Traditional pizza with mozzarella,False,15
492,50,Chicken Tacos,13.29,Salad,Fresh mozzarella with basil,True,14
493,50,Caprese Salad,9.82,Soup,Spicy penne pasta with tomato sauce,True,17
494,50,Penne Arrabbiata,14.23,Soup,Layered pasta with tomato sauce,True,18
495,50,Chicken Cheeseburger,7.48,Main Course,Vegetable soup with pasta,True,13
496,50,Grilled Cheese,10.47,Soup,Battered fish served with fries,True,11
497,50,Beef Tacos,11.6,Side Dish,Fried eggplant with marinara,True,18
498,50,Eggplant Parmesan,11.67,Main Course,Battered fish served with fries,False,24
499,50,Cheeseburger,17.57,Main Course,Toasted bread with cheese,True,18
500,50,Grilled Salmon,6.79,Taco,Breaded chicken in marinara sauce,False,27
